date,country,title,label,views,description,attributes,classify_text,categories_generated
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,40732,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,Toni_Kroos,Toni Kroos,37373,German former football player,,german former football player,Sports
2024-05,Mexico,Día_Internacional_de_los_Trabajadores,International Workers' Day,35540,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Taylor_Swift,Taylor Swift,35439,American singer-songwriter (born 1989),,american singer songwriter born 1989,Sports
2024-05,Argentina,Caso_de_Nahir_Galarza,Case Nahir Galarza,35084,murder in Argentina,,murder argentina,Sports
2024-05,Spain,Aliança_Catalana,Aliança Catalana,32675,political party in Spain,political party in Catalonia,political party spain,Sports
2024-05,Spain,Hansi_Flick,Hansi Flick,32401,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Argentina,Caso_Nahir_Galarza,Case Nahir Galarza,31963,murder in Argentina,,murder argentina,Sports
2024-05,Peru,Día_Internacional_de_los_Trabajadores,International Workers' Day,31665,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Hans-Dieter_Flick,Hansi Flick,31232,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Mexico,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,30669,European association football tournament,,european association football tournament,Sports
2024-05,Argentina,Caso_de_Nahir_Galarza,Case Nahir Galarza,30464,murder in Argentina,,murder argentina,Sports
2024-05,Spain,Eva_Longoria,Eva Longoria,29843,American actress and producer (born 1975),,american actress producer born 1975,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,29753,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,Taylor_Swift,Taylor Swift,29725,American singer-songwriter (born 1989),,american singer songwriter born 1989,Sports
2024-05,Dominican Republic,Elecciones_generales_de_la_República_Dominicana_de_2024,2024 Dominican Republic parliamentary election,27640,general election held in the Dominican Republic,Dominican Republic parliamentary election,general election held dominican republic,Sports
2024-05,Spain,Primera_División_de_España,La Liga,27436,men's top professional football division of the Spanish football league system,association football league,men top professional football division spanish football league system,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,26750,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,26217,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Nebulossa,Nebulossa,25997,Spanish musical duo,musical duo,spanish musical duo,Sports
2024-05,Venezuela,Día_Internacional_de_los_Trabajadores,International Workers' Day,25316,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,24738,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Colombia,Real_Madrid,Real Madrid Club de Fútbol,24400,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-05,Colombia,Día_del_Trabajo,Labour Day,24137,annual holiday,public holiday,annual holiday,Not Sports
2024-05,Spain,Liga_de_Campeones_Femenina_de_la_UEFA,UEFA Women's Champions League,24010,football tournament,sports league,football tournament,Sports
2024-05,Mexico,Real_Madrid,Real Madrid Club de Fútbol,23405,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-05,Chile,Día_Internacional_de_los_Trabajadores,International Workers' Day,23355,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Argentina,Caso_de_Nahir_Galarza,Case Nahir Galarza,23076,murder in Argentina,,murder argentina,Sports
2024-05,Spain,Ana_Mena,Ana Mena,22785,"Spanish singer-songwriter, actress and model",,spanish singer songwriter actress model,Sports
2024-05,Spain,Ataque_a_Pearl_Harbor,Attack on Pearl Harbor,22471,1941 surprise attack by the Japanese Navy on the US Pacific Fleet in Hawaii,naval offensive,1941 surprise attack japanese navy us pacific fleet hawaii,Sports
2024-05,Spain,Rafael_Nadal,Rafael Nadal,22345,Spanish tennis player (born 1986),,spanish tennis player born 1986,Sports
2024-05,Mexico,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,22311,European association football tournament,,european association football tournament,Sports
2024-05,Mexico,Tormenta_geomagnética,geomagnetic storm,21717,temporary disturbance of the Earth's magnetosphere caused by a disturbance in the interplanetary medium,,temporary disturbance earth magnetosphere caused disturbance interplanetary medium,Sports
2024-05,Argentina,Canelo_Álvarez,Canelo Álvarez,21575,Mexican boxer,,mexican boxer,Not Sports
2024-05,Spain,Eslovaquia,Slovakia,21246,country in Central Europe,,country central europe,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,21228,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,Lionel_Scaloni,Lionel Scaloni,21116,Argentine association football manager (born 1978),,argentine association football manager born 1978,Sports
2024-05,Spain,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,21064,European association football tournament,,european association football tournament,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20762,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Spain,Copa_de_Europa,UEFA Champions League,20712,European association football tournament,,european association football tournament,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20686,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,20589,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20583,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Spain,Taylor_Swift,Taylor Swift,20578,American singer-songwriter (born 1989),,american singer songwriter born 1989,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20532,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20502,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20422,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20403,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20371,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20357,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20344,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20284,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20278,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20241,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20191,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20181,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20175,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20120,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20119,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20108,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20065,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Spain,Género_no_binario,non-binary,20030,gender identity that exists outside of the gender binary,gender identity,gender identity exists outside gender binary,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20029,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,20001,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19987,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19938,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Spain,Alcazar_(banda),Alcazar,19878,Swedish disco group,musical group,swedish disco group,Sports
2024-05,Spain,Grupo_Bilderberg,Bilderberg Group,19865,"annual private conference of 120 to 150 people of the European and North American political elite, experts from industry, finance, academia, and the media",event sequence,annual private conference 120 150 people european north american political elite experts industry finance academia media,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19841,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19838,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19837,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19785,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19771,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,19727,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,19717,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19708,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Batalla_de_Puebla,Battle of Puebla,19690,1862 part of the French intervention in Mexico,battle,1862 part french intervention mexico,Sports
2024-05,Mexico,Cleopatra_I_de_Egipto,Cleopatra I Syra,19554,queen of Ptolemaic Egypt,,queen ptolemaic egypt,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,19407,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Spain,Atalanta_Bergamasca_Calcio,Atalanta BC,19239,"association football club in Bergamo, Italy",,association football club bergamo italy,Sports
2024-05,Mexico,Primera_División_de_Mexico,Liga MX,19008,top tier association football league of Mexico,,top tier association football league mexico,Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,18966,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Mexico,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,18920,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Levantamiento_del_2_de_Mayo,Dos de Mayo Uprising,18768,1808 rebellion during the Peninsular War,rebellion,1808 rebellion peninsular war,Sports
2024-05,Argentina,Caso_de_Nahir_Galarza,Case Nahir Galarza,18226,murder in Argentina,,murder argentina,Sports
2024-05,Spain,Hiba_Abouk,Hiba Abouk,18158,Spanish actress,,spanish actress,Sports
2024-05,Spain,Hansi_Flick,Hansi Flick,18045,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Spain,Eslovaquia,Slovakia,17742,country in Central Europe,,country central europe,Sports
2024-05,Spain,Toni_Kroos,Toni Kroos,17621,German former football player,,german former football player,Sports
2024-05,Colombia,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,17562,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Borussia_Dortmund,Borussia Dortmund,17342,German professional sports club based in Dortmund,,german professional sports club based dortmund,Sports
2024-05,Mexico,Verónica_Toussaint,,17317,,,verónica toussaint,Sports
2024-05,Spain,España_en_el_Festival_de_la_Canción_de_Eurovisión,Spain in the Eurovision Song Contest,17112,overview about Spain in the Eurovision Song Contest,nation in the Eurovision Song Contest,overview spain eurovision song contest,Sports
2024-05,Mexico,Jorge_Álvarez_Máynez,Jorge Máynez,17104,Mexican politician (born 1985),,mexican politician born 1985,Not Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,17099,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Spain,Félix_Auger-Aliassime,Félix Auger-Aliassime,17089,Canadian tennis player,,canadian tennis player,Sports
2024-05,Spain,Toni_Kroos,Toni Kroos,16429,German former football player,,german former football player,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,16386,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,15903,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Chile,Día_de_la_Madre,Mother's Day,15881,celebration honoring mothers,holiday,celebration honoring mothers,Sports
2024-05,Mexico,Paco_Stanley,Paco Stanley,15641,Mexican Radio and TV host (1942–1999),,mexican radio tv host 1942–1999,Not Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,15539,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Batalla_de_Puebla,Battle of Puebla,15405,1862 part of the French intervention in Mexico,battle,1862 part french intervention mexico,Sports
2024-05,Mexico,Aurora_boreal,aurora,15275,"natural light display that occurs in the sky, primarily at high latitudes (near the Arctic and Antarctic on Earth) or even on other planets",,natural light display occurs sky primarily high latitudes near arctic antarctic earth even planets,Sports
2024-05,Spain,Ilia_Topuria,Ilia Topuria,15195,Georgian and Spanish mixed martial artist (born 1997),,georgian spanish mixed martial artist born 1997,Sports
2024-05,Argentina,Real_Madrid,Real Madrid Club de Fútbol,15165,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-05,Spain,Hansi_Flick,Hansi Flick,15159,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Panama,Elecciones_generales_de_Panamá_de_2024,2024 Panamanian general election,15127,No description found,legislative election,description found,Sports
2024-05,Mexico,Primera_División_Femenil_de_México,Liga MX Femenil,15078,top level of the Mexican association football league system for women,,top level mexican association football league system women,Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,15062,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Mexico,Día_de_la_Madre,Mother's Day,15058,celebration honoring mothers,holiday,celebration honoring mothers,Sports
2024-05,Spain,Rafael_Nadal,Rafael Nadal,14878,Spanish tennis player (born 1986),,spanish tennis player born 1986,Sports
2024-05,Spain,Euroliga,EuroLeague,14814,professional men's club basketball competition in Europe,basketball league,professional men club basketball competition europe,Sports
2024-05,Spain,Ana_Julia_Quezada,Gabriel Cruz Criminal Case,14805,disappearance and murder of an 8 year old child in Spain.,criminal case,disappearance murder 8 year old child spain,Sports
2024-05,Spain,Hansi_Flick,Hansi Flick,14748,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Spain,Joselu,Joselu,14735,Spanish association football player,,spanish association football player,Sports
2024-05,Spain,Toni_Kroos,Toni Kroos,14728,German former football player,,german former football player,Sports
2024-05,Spain,Borussia_Dortmund,Borussia Dortmund,14712,German professional sports club based in Dortmund,,german professional sports club based dortmund,Sports
2024-05,Mexico,Copa_de_Campeones_de_la_Concacaf,CONCACAF Champions Cup,14493,football tournament,association football competition,football tournament,Sports
2024-05,Spain,Primera_División_de_España,La Liga,14473,men's top professional football division of the Spanish football league system,association football league,men top professional football division spanish football league system,Sports
2024-05,Colombia,Día_Internacional_de_los_Trabajadores,International Workers' Day,14439,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Oferta_pública_de_adquisición,tender offer,14308,public takeover bid in which a prospective buyer offers to all a public corporation's stockholders to buy their shares at a specified price (in cash or securities),,public takeover bid prospective buyer offers public corporation stockholders buy shares specified price cash securities,Sports
2024-05,Mexico,Paco_Stanley,Paco Stanley,14293,Mexican Radio and TV host (1942–1999),,mexican radio tv host 1942–1999,Not Sports
2024-05,Argentina,Revolución_de_Mayo,May Revolution,14185,1810 revolution in Buenos Aires,revolution,1810 revolution buenos aires,Sports
2024-05,Mexico,Club_América,Club América,13979,Mexican association football club,,mexican association football club,Sports
2024-05,Spain,Nathy_Peluso,Nathy Peluso,13879,Argentine-born Spanish singer (born 1995),,argentine born spanish singer born 1995,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,13841,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Spain,Borussia_Dortmund,Borussia Dortmund,13676,German professional sports club based in Dortmund,,german professional sports club based dortmund,Sports
2024-05,Argentina,Club_Atlético_Talleres_(Remedios_de_Escalada),Club Atlético Talleres de Remedios de Escalada,13460,Argentine sports club,sports club,argentine sports club,Sports
2024-05,Spain,Día_de_la_Madre,Mother's Day,13411,celebration honoring mothers,holiday,celebration honoring mothers,Sports
2024-05,Spain,Javier_Milei,Javier Milei,13340,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2024-05,Venezuela,Día_Internacional_de_los_Trabajadores,International Workers' Day,13338,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Salvador_Illa,Salvador Illa Roca,13269,Spanish politician,,spanish politician,Not Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,13242,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Colombia,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,13088,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,12993,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,12917,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Panama,Circuito_electoral,Electoral circuit,12904,Subdivision used to elect the members of the National Assembly of Panama.,,subdivision used elect members national assembly panama,Sports
2024-05,Mexico,Julián_Andrés_Quiñones,Julián Andrés Quiñones,12839,Mexican association football player,,mexican association football player,Sports
2024-05,Spain,Javier_Milei,Javier Milei,12811,"economist, politician and president of Argentina since 2023",,economist politician president argentina since 2023,Not Sports
2024-05,Spain,Festival_de_Eurovisión,Eurovision Song Contest,12807,annual song competition held among the members of the European Broadcasting Union,annual music competition,annual song competition held among members european broadcasting union,Sports
2024-05,Spain,Elecciones_al_Parlamento_de_Cataluña_de_2024,2024 Catalan parliament election,12696,2024 election to elect the 14th Parliament of Catalonia,election to the Parliament of Catalonia,2024 election elect 14th parliament catalonia,Sports
2024-05,Spain,Clara_Galle,Clara Galle,12672,"Spanish actress, dancer and model",,spanish actress dancer model,Sports
2024-05,Argentina,Caso_Asunta_Basterra,Murder of Asunta Basterra,12577,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Xóchitl_Gálvez,Xóchitl Gálvez,12565,Mexican politician,,mexican politician,Not Sports
2024-05,Peru,Real_Madrid,Real Madrid Club de Fútbol,12499,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-05,Mexico,Jorge_Álvarez_Máynez,Jorge Máynez,12462,Mexican politician (born 1985),,mexican politician born 1985,Not Sports
2024-05,Mexico,Verónica_Toussaint,,12340,,,verónica toussaint,Sports
2024-05,Mexico,Carlo_Acutis,Carlo Acutis,12211,Italian Catholic saint,,italian catholic saint,Sports
2024-05,Spain,Taylor_Swift,Taylor Swift,12137,American singer-songwriter (born 1989),,american singer songwriter born 1989,Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,12095,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Spain,Elecciones_al_Parlamento_de_Cataluña_de_2021,2021 Catalan parliament election,12015,2021 election to elect the 13th Parliament of Catalonia,election to the Parliament of Catalonia,2021 election elect 13th parliament catalonia,Sports
2024-05,Spain,Carlos_Alcaraz,Carlos Alcaraz,12009,Spanish tennis player,,spanish tennis player,Sports
2024-05,Spain,Festival_de_la_Canción_de_Eurovisión_2024,Eurovision Song Contest 2024,11999,68th edition of the Eurovision Song Contest,Eurovision Song Contest edition,68th edition eurovision song contest,Sports
2024-05,Argentina,Caso_Asunta_Basterra,Murder of Asunta Basterra,11987,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,Festival_de_la_Canción_de_Eurovisión_2024,Eurovision Song Contest 2024,11950,68th edition of the Eurovision Song Contest,Eurovision Song Contest edition,68th edition eurovision song contest,Sports
2024-05,Argentina,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,11918,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Pet_Shop_Boys,Pet Shop Boys,11855,British synth-pop duo,musical duo,british synth pop duo,Sports
2024-05,Spain,Festival_de_la_Canción_de_Eurovisión_2024,Eurovision Song Contest 2024,11714,68th edition of the Eurovision Song Contest,Eurovision Song Contest edition,68th edition eurovision song contest,Sports
2024-05,Argentina,Día_Internacional_de_los_Trabajadores,International Workers' Day,11707,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Argentina,Club_Atlético_Temperley,Club Atlético Temperley,11674,Argentine sports club,sports club,argentine sports club,Sports
2024-05,Dominican Republic,Elecciones_generales_de_la_República_Dominicana_de_2024,2024 Dominican Republic parliamentary election,11673,general election held in the Dominican Republic,Dominican Republic parliamentary election,general election held dominican republic,Sports
2024-05,Colombia,Liga_de_Campeones_de_la_UEFA,UEFA Champions League,11580,European association football tournament,,european association football tournament,Sports
2024-05,Spain,Crimen_de_Los_Galindos,Los Galindos case,11570,"Quintuple homicide occurred in 1975 in Paradas, Andalusia (Spain)",,quintuple homicide occurred 1975 paradas andalusia spain,Sports
2024-05,United States,Canelo_Álvarez,Canelo Álvarez,11556,Mexican boxer,,mexican boxer,Not Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,11537,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Spain,Ella_Baila_Sola,Ella baila sola,11524,Spanih musical group,musical group,spanih musical group,Sports
2024-05,Spain,Hans-Dieter_Flick,Hansi Flick,11521,German association football player and manager (born 1965),,german association football player manager born 1965,Sports
2024-05,Mexico,Aurora_polar,aurora,11510,"natural light display that occurs in the sky, primarily at high latitudes (near the Arctic and Antarctic on Earth) or even on other planets",,natural light display occurs sky primarily high latitudes near arctic antarctic earth even planets,Sports
2024-05,Peru,Día_Internacional_de_los_Trabajadores,International Workers' Day,11468,celebration in the international labour movement on May Day,public holiday,celebration international labour movement may day,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,11447,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Spain,James_Brown,James Brown,11431,American musician (1933–2006),,american musician 1933–2006,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,11372,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Spain,Aliança_Catalana,Aliança Catalana,11290,political party in Spain,political party in Catalonia,political party spain,Sports
2024-05,Argentina,Aurora_boreal,aurora,11275,"natural light display that occurs in the sky, primarily at high latitudes (near the Arctic and Antarctic on Earth) or even on other planets",,natural light display occurs sky primarily high latitudes near arctic antarctic earth even planets,Sports
2024-05,Colombia,Real_Madrid_Club_de_Fútbol,Real Madrid Club de Fútbol,11246,"association football club in Madrid, Spain",,association football club madrid spain,Sports
2024-05,Spain,Candidatura_d'Unitat_Popular-Defensem_la_Terra,Popular Unity Candidacy,11161,political party,political party,political party,Sports
2024-05,Argentina,Club_Estudiantes_de_La_Plata,Estudiantes de La Plata,11136,Argentine sports club based in La Plata,sports club,argentine sports club based la plata,Sports
2024-05,Ecuador,Batalla_de_Pichincha,Battle of Pichincha,11108,"battle of the Ecuadorian War of Independence on the slopes of the Pichincha volcano overlooking Quito, resulting in a final victory for the independence movement a",battle,battle ecuadorian war independence slopes pichincha volcano overlooking quito resulting final victory independence movement,Sports
2024-05,Mexico,Paco_Stanley,Paco Stanley,11041,Mexican Radio and TV host (1942–1999),,mexican radio tv host 1942–1999,Not Sports
2024-05,Spain,España_en_el_Festival_de_la_Canción_de_Eurovisión,Spain in the Eurovision Song Contest,10975,overview about Spain in the Eurovision Song Contest,nation in the Eurovision Song Contest,overview spain eurovision song contest,Sports
2024-05,Spain,Junts_per_Catalunya_(partido_político),Junts per Catalunya,10960,Catalan political party,political party in Catalonia,catalan political party,Sports
2024-05,Mexico,Batalla_de_Puebla,Battle of Puebla,10925,1862 part of the French intervention in Mexico,battle,1862 part french intervention mexico,Sports
2024-05,Spain,Crimen_de_Los_Galindos,Los Galindos case,10902,"Quintuple homicide occurred in 1975 in Paradas, Andalusia (Spain)",,quintuple homicide occurred 1975 paradas andalusia spain,Sports
2024-05,Mexico,Pornhub,No label found,10901,pornographic video sharing website owned by Aylo,adult tube site,pornographic video sharing website owned aylo,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,10895,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Claudia_Sheinbaum,Claudia Sheinbaum,10892,president of Mexico since 2024,,president mexico since 2024,Sports
2024-05,Spain,Ana_Julia_Quezada,Gabriel Cruz Criminal Case,10786,disappearance and murder of an 8 year old child in Spain.,criminal case,disappearance murder 8 year old child spain,Sports
2024-05,Spain,Caso_Asunta_Basterra,Murder of Asunta Basterra,10757,murder of 12-year-old Chinese-Spanish child in 2013,murder,murder 12 year old chinese spanish child 2013,Sports
2024-05,Mexico,Pornhub,No label found,10730,pornographic video sharing website owned by Aylo,adult tube site,pornographic video sharing website owned aylo,Sports
2024-05,Spain,Nebulossa,Nebulossa,10724,Spanish musical duo,musical duo,spanish musical duo,Sports
2024-05,United States,Civil_War_(película_de_2024),Civil War,10723,2024 film directed by Alex Garland,film,2024 film directed alex garland,Not Sports
2024-05,Colombia,Día_de_la_Madre,Mother's Day,10721,celebration honoring mothers,holiday,celebration honoring mothers,Sports
