,date,country,title,label,views,description,attributes,classify_text
5252,2024-03,Mexico,Emma_Stone,Emma Stone,27083,American actress and producer,human,american actress producer
5254,2024-03,Argentina,Lola_Beltrán,Lola Beltrán,26636,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5255,2024-03,Mexico,Nicandro_Díaz,Nicandro Díaz González,26204,Mexican producer (1963–2024),human,mexican producer 1963–2024
5259,2024-03,Argentina,Walter_Daniel_Benítez,Walter Benítez,23460,Argentine association football player (born 1993),human,argentine association football player born 1993
5260,2024-03,Spain,Robert_Downey_Jr,Robert Downey Jr.,23384,American actor (born 1965),human,american actor born 1965
5261,2024-03,Chile,Francisco_Durán,Francisco Durán,23378,Chilean musician and singer,human,chilean musician singer
5263,2024-03,Spain,Ouka_Leele,Ouka Leele,22965,Spanish photographer (1957–2022),human,spanish photographer 1957–2022
5264,2024-03,Mexico,Akira_Toriyama,Akira Toriyama,22961,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5266,2024-03,Chile,Cancamusa,yolocan,22644,Chilean singer,human,chilean singer
5267,2024-03,Spain,Silvia_Tortosa,Silvia Tortosa,22535,Spanish actress,human,spanish actress
5275,2024-03,Chile,Mauricio_Durán,Mauricio Durán,22035,Chilean guitarist,human,chilean guitarist
5290,2024-03,Mexico,Benito_Juárez,Benito Juárez,21475,President of Mexico from 1858 to 1872,human,president mexico 1858 1872
5294,2024-03,Colombia,Nataly_Umaña,Nataly Umaña,21164,Colombian actress,human,colombian actress
5295,2024-03,Spain,Catalina_de_Gales,"Catherine, Princess of Wales",21116,member of the British Royal Family and princess of Wales since 2022,human,member british royal family princess wales since 2022
5301,2024-03,Mexico,Benito_Juárez,Benito Juárez,20483,President of Mexico from 1858 to 1872,human,president mexico 1858 1872
5304,2024-03,Mexico,Juan_Verduzco,Juan Verduzco,20372,"Mexican actor, television actor and film actor (1944–2024)",human,mexican actor television actor film actor 1944–2024
5305,2024-03,Spain,Salvador_Puig_Antich,Salvador Puig Antich,20335,Spanish militant anarchist (1948–1974),human,spanish militant anarchist 1948–1974
5306,2024-03,Chile,Gonzalo_López,Gonzalo López,20332,Chilean musician,human,chilean musician
5311,2024-03,Spain,Cillian_Murphy,Cillian Murphy,19963,Irish actor (born 1976),human,irish actor born 1976
5317,2024-03,Peru,Gustavo_Adrianzén,Gustavo Adrianzén,19666,Peruvian lawyer and politician,human,peruvian lawyer politician
5318,2024-03,Peru,Lola_Beltrán,Lola Beltrán,19492,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5321,2024-03,Argentina,Javier_Altamirano,Javier Altamirano,19289,Chilean footballer,human,chilean footballer
5322,2024-03,Spain,Álvaro_Djaló,Álvaro Djaló,19278,Spanish footballer,human,spanish footballer
5330,2024-03,Colombia,Alejandro_Estrada,Alejandro Estrada,18531,Colombian actor,human,colombian actor
5331,2024-03,United States,Akira_Toriyama,Akira Toriyama,18487,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5335,2024-03,Spain,José_Sacristán,José Sacristán,18270,Spanish actor,human,spanish actor
5336,2024-03,Chile,Raffaella_Di_Girolamo,Raffaella di Girolamo,18006,"Chilean psychologist, sexologist and writer",human,chilean psychologist sexologist writer
5339,2024-03,Chile,Lola_Beltrán,Lola Beltrán,17816,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5340,2024-03,Chile,Cristián_Campos,Cristián Campos,17795,Chilean actor,human,chilean actor
5341,2024-03,United States,Lola_Beltrán,Lola Beltrán,17786,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5346,2024-03,Spain,Pau_Cubarsí,Pau Cubarsí,17293,Spanish footballer (born 2007),human,spanish footballer born 2007
5348,2024-03,Spain,Carme_Chacón,Carme Chacón,16943,Spanish Defense Minister (1971–2017),human,spanish defense minister 1971–2017
5350,2024-03,Spain,Amparo_Muñoz,Amparo Muñoz,16791,"Spanish actress and model, Miss Universe 1974 winner",human,spanish actress model miss universe 1974 winner
5351,2024-03,Dominican Republic,Akira_Toriyama,Akira Toriyama,16786,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5352,2024-03,Mexico,Robert_Downey_Jr,Robert Downey Jr.,16692,American actor (born 1965),human,american actor born 1965
5353,2024-03,Colombia,Akira_Toriyama,Akira Toriyama,16691,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5354,2024-03,Colombia,Luly_Bossa,Luly Bossa,16657,Colombian actress,human,colombian actress
5355,2024-03,Spain,Francina_Armengol,Francina Armengol,16644,Spanish politician,human,spanish politician
5356,2024-03,Chile,Claudia_Di_Girolamo,Claudia di Girolamo,16621,Chilean actress,human,chilean actress
5357,2024-03,Mexico,Benito_Juárez,Benito Juárez,16504,President of Mexico from 1858 to 1872,human,president mexico 1858 1872
5358,2024-03,Chile,Akira_Toriyama,Akira Toriyama,16494,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5362,2024-03,Chile,Mauricio_Basualto,Mauricio Basualto,16371,"Chilean musician, drummer",human,chilean musician drummer
5364,2024-03,Spain,Audrey_Hepburn,Audrey Hepburn,16290,British actress (1929–1993),human,british actress 1929–1993
5365,2024-03,Mexico,Rolando_Romero,Rolando Romero,16244,American boxer,human,american boxer
5372,2024-03,Argentina,Guillermo_Coppola,Guillermo Esteban Coppola,15343,Football representative and television personality,human,football representative television personality
5375,2024-03,Argentina,Emma_Stone,Emma Stone,15183,American actress and producer,human,american actress producer
5377,2024-03,Spain,José_Luis_Ábalos,José Luis Ábalos,15137,Member of Spanish Congress,human,member spanish congress
5378,2024-03,Spain,Brahim_Díaz,Brahim Abdelkader Díaz,15107,Moroccan association football player,human,moroccan association football player
5379,2024-03,Venezuela,Lola_Beltrán,Lola Beltrán,15006,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5381,2024-03,Mexico,Christopher_Nolan,Christopher Nolan,14989,British-American filmmaker (born 1970),human,british american filmmaker born 1970
5382,2024-03,Colombia,Luly_Bossa,Luly Bossa,14979,Colombian actress,human,colombian actress
5384,2024-03,Spain,Christopher_Nolan,Christopher Nolan,14881,British-American filmmaker (born 1970),human,british american filmmaker born 1970
5385,2024-03,Argentina,Guillermo_Coppola,Guillermo Esteban Coppola,14691,Football representative and television personality,human,football representative television personality
5391,2024-03,Colombia,Lola_Beltrán,Lola Beltrán,14224,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5392,2024-03,Spain,Salvador_Puig_Antich,Salvador Puig Antich,14210,Spanish militant anarchist (1948–1974),human,spanish militant anarchist 1948–1974
5396,2024-03,Peru,Akira_Toriyama,Akira Toriyama,14044,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5398,2024-03,Spain,Akira_Toriyama,Akira Toriyama,13840,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5401,2024-03,Spain,Ryan_Gosling,Ryan Gosling,13734,"Canadian actor, singer and musician",human,canadian actor singer musician
5405,2024-03,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,13532,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
5408,2024-03,Spain,José_Luis_Rodríguez_Zapatero,José Luis Rodríguez Zapatero,13452,Spanish politician,human,spanish politician
5410,2024-03,Mexico,Cillian_Murphy,Cillian Murphy,13375,Irish actor (born 1976),human,irish actor born 1976
5414,2024-03,Argentina,Guillermo_Coppola,Guillermo Esteban Coppola,13215,Football representative and television personality,human,football representative television personality
5415,2024-03,Spain,Manuel_Ruiz_de_Lopera,Manuel Ruiz de Lopera,13205,Spanish football executive,human,spanish football executive
5416,2024-03,Argentina,Daniel_Osvaldo,Dani Osvaldo,13180,Italian footballer,human,italian footballer
5417,2024-03,Spain,Frank_Cuesta,Frank Cuesta,13167,TV host,human,tv host
5421,2024-03,Spain,Silvia_Tortosa,Silvia Tortosa,13039,Spanish actress,human,spanish actress
5422,2024-03,Colombia,Rigoberto_Urán,Rigoberto Urán,13010,road bicycle racer,human,road bicycle racer
5426,2024-03,Mexico,Benito_Juárez,Benito Juárez,12830,President of Mexico from 1858 to 1872,human,president mexico 1858 1872
5429,2024-03,Colombia,Alejandro_Estrada,Alejandro Estrada,12681,Colombian actor,human,colombian actor
5432,2024-03,Argentina,Victoria_Villarruel,Victoria Villarruel,12589,Vice President of Argentina since 2023,human,vice president argentina since 2023
5433,2024-03,Uruguay,José_Pedro_Varela,José Pedro Varela,12538,"Uruguayan sociologist, journalist and politician (1845-1879)",human,uruguayan sociologist journalist politician 1845 1879
5434,2024-03,Spain,Pau_Cubarsí,Pau Cubarsí,12532,Spanish footballer (born 2007),human,spanish footballer born 2007
5435,2024-03,Chile,Young_Cister,Young Cister,12506,Chilean singer,human,chilean singer
5442,2024-03,Argentina,Keylor_Navas,Keylor Navas,12360,Costa Rican association football player,human,costa rican association football player
5443,2024-03,Argentina,Akira_Toriyama,Akira Toriyama,12341,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5447,2024-03,Colombia,Alejandro_Estrada,Alejandro Estrada,12309,Colombian actor,human,colombian actor
5450,2024-03,Spain,Patxi_Andión,Patxi Andión,12238,Spanish singer-songwriter,human,spanish singer songwriter
5451,2024-03,Argentina,Diana_Conti,Diana Conti,12235,Argentine politician and attorney,human,argentine politician attorney
5452,2024-03,Mexico,Akira_Toriyama,Akira Toriyama,12151,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5453,2024-03,Colombia,Emma_Stone,Emma Stone,12030,American actress and producer,human,american actress producer
5457,2024-03,Venezuela,Akira_Toriyama,Akira Toriyama,11891,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5458,2024-03,Spain,Richard_Jewell,Richard Jewell,11830,American police officer (1962–2007),human,american police officer 1962–2007
5459,2024-03,Chile,Tiago_Nunes,Tiago Nunes,11777,Brazilian professional soccer coach,human,brazilian professional soccer coach
5460,2024-03,Argentina,Pablo_Solari,Pablo Solari,11729,Argentine association football player,human,argentine association football player
5462,2024-03,Mexico,Ryan_Gosling,Ryan Gosling,11701,"Canadian actor, singer and musician",human,canadian actor singer musician
5466,2024-03,Spain,Chance_Perdomo,Chance Perdomo,11674,British actor (1996–2024),human,british actor 1996–2024
5467,2024-03,Guatemala,Akira_Toriyama,Akira Toriyama,11636,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5468,2024-03,Costa Rica,Akira_Toriyama,Akira Toriyama,11609,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5475,2024-03,Colombia,Yaser_Asprilla,Yáser Asprilla,11500,Colombian association football player,human,colombian association football player
5476,2024-03,Spain,Marie_Curie,Marie Curie,11486,Polish-French physicist and chemist (1867–1934),human,polish french physicist chemist 1867–1934
5477,2024-03,Chile,Javier_Altamirano,Javier Altamirano,11426,Chilean footballer,human,chilean footballer
5482,2024-03,Colombia,Dayro_Moreno,Dayro Moreno,11367,Colombian footballer (born 1985),human,colombian footballer born 1985
5484,2024-03,Chile,Emma_Stone,Emma Stone,11317,American actress and producer,human,american actress producer
5485,2024-03,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,11268,Chilean tennis player,human,chilean tennis player
5486,2024-03,Chile,Raffaella_Di_Girolamo,Raffaella di Girolamo,11225,"Chilean psychologist, sexologist and writer",human,chilean psychologist sexologist writer
5488,2024-03,Peru,Alberto_Otárola,Alberto Otárola,11195,Peruvian politician,human,peruvian politician
5489,2024-03,Spain,Isabel_Díaz_Ayuso,Isabel Díaz Ayuso,11193,Spanish politician,human,spanish politician
5492,2024-03,Argentina,Jorge_Dorio,Jorge Dorio,11108,Argentinian actor and journalist (1958–2024),human,argentinian actor journalist 1958–2024
5494,2024-03,Colombia,Nataly_Umaña,Nataly Umaña,11038,Colombian actress,human,colombian actress
5495,2024-03,Colombia,Alejandro_Estrada,Alejandro Estrada,11035,Colombian actor,human,colombian actor
5499,2024-03,Spain,Dina_Boluarte,Dina Boluarte,10962,"Peruvian lawyer and politician, former president of Peru (2022–2025)",human,peruvian lawyer politician former president peru 2022–2025
5502,2024-03,Spain,Nerón,Nero,10879,fifth and last Roman Emperor of Julio-Claudian dynasty (54–68),human,fifth last roman emperor julio claudian dynasty 54–68
5503,2024-03,Argentina,Guillermo_Coppola,Guillermo Esteban Coppola,10872,Football representative and television personality,human,football representative television personality
5509,2024-03,Bolivia,Akira_Toriyama,Akira Toriyama,10804,Japanese manga artist and character designer (1955-2024),human,japanese manga artist character designer 1955 2024
5512,2024-03,Peru,Alberto_Otárola,Alberto Otárola,10752,Peruvian politician,human,peruvian politician
5516,2024-03,Argentina,Victoria_Villarruel,Victoria Villarruel,10655,Vice President of Argentina since 2023,human,vice president argentina since 2023
5517,2024-03,Spain,Jack_Nicholson,Jack Nicholson,10648,American actor and filmmaker (born 1937),human,american actor filmmaker born 1937
5519,2024-03,Colombia,Nataly_Umaña,Nataly Umaña,10608,Colombian actress,human,colombian actress
5522,2024-03,Mexico,Sebastian_Fundora,Sebastian Fundora,10574,American boxer,human,american boxer
5525,2024-03,Colombia,Nataly_Umaña,Nataly Umaña,10504,Colombian actress,human,colombian actress
5528,2024-03,Argentina,Edinson_Cavani,Edinson Cavani,10469,Uruguayan association football player,human,uruguayan association football player
5530,2024-03,Spain,Mckenna_Grace,Mckenna Grace,10434,American actress and singer (born 2006),human,american actress singer born 2006
5531,2024-03,Ecuador,Aladino_(cantante),Aladino,10424,Cantante y actor ecuatoriano,human,cantante actor ecuatoriano
5534,2024-03,Spain,José_Emilio_Suárez_Trashorras,José Emilio Suárez Trashorras,10360,Spanish terrorist 11-m,human,spanish terrorist 11
5545,2024-03,Colombia,Nataly_Umaña,Nataly Umaña,10211,Colombian actress,human,colombian actress
5549,2024-03,Mexico,Salomón_Chertorivski_Woldenberg,Salomón Chertorivski Woldenberg,10167,Mexican politician,human,mexican politician
5556,2024-03,Spain,Al_Bano,Albano Carrisi,10056,Italian singer and actor,human,italian singer actor
5557,2024-03,Spain,Leo_Harlem,Leo Harlem,10025,Spanish comedian,human,spanish comedian
5566,2024-03,Spain,Francina_Armengol,Francina Armengol,9970,Spanish politician,human,spanish politician
5572,2024-03,Spain,Santiago_Pedraz,Santiago Pedraz Gómez,9910,Spanish jurist,human,spanish jurist
5585,2024-03,Spain,Luis_Gómez-Acebo,"Luis Gómez-Acebo y Duque de Estrada, Vizconde de la Torre",9806,Spanish aristocrat (1934-1991),human,spanish aristocrat 1934 1991
5588,2024-03,Spain,Emma_Stone,Emma Stone,9727,American actress and producer,human,american actress producer
5592,2024-03,Brazil,Lola_Beltrán,Lola Beltrán,9687,Mexican actress and singer (1932-1996),human,mexican actress singer 1932 1996
5598,2024-04,Hong Kong,Habacuc_(profeta),Habakkuk,77900,biblical prophet associated to the Book of Habakkuk,human,biblical prophet associated book habakkuk
5601,2024-04,Mexico,Francis_(artista),Francis García,69151,Mexican actress and designer (1958-2007),human,mexican actress designer 1958 2007
5604,2024-04,Hong Kong,Habacuc_(profeta),Habakkuk,65138,biblical prophet associated to the Book of Habakkuk,human,biblical prophet associated book habakkuk
5616,2024-04,Hong Kong,Habacuc_(profeta),Habakkuk,41188,biblical prophet associated to the Book of Habakkuk,human,biblical prophet associated book habakkuk
5618,2024-04,Spain,Javier_Aguirre,Javier Aguirre,40092,Mexican association football player and manager,human,mexican association football player manager
5620,2024-04,Chile,Francisco_Kaminski,Francisco Kaminski,39500,Chilean journalist,human,chilean journalist
5627,2024-04,Argentina,Francis_(artista),Francis García,35098,Mexican actress and designer (1958-2007),human,mexican actress designer 1958 2007
5633,2024-04,Mexico,Francis_(artista),Francis García,33491,Mexican actress and designer (1958-2007),human,mexican actress designer 1958 2007
5637,2024-04,Hong Kong,Habacuc_(profeta),Habakkuk,32897,biblical prophet associated to the Book of Habakkuk,human,biblical prophet associated book habakkuk
5643,2024-04,Spain,Stephen_Hawking,Stephen Hawking,29734,"British theoretical physicist, cosmologist and author (1942–2018)",human,british theoretical physicist cosmologist author 1942–2018
5647,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,28610,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5656,2024-04,Spain,Pedro_Acosta_(motociclista),Pedro Acosta,26747,Spanish motorcycle racer,human,spanish motorcycle racer
5661,2024-04,Spain,O.J._Simpson,O. J. Simpson,25328,American football player and actor (1947–2024),human,american football player actor 1947–2024
5671,2024-04,Peru,Francis_(artista),Francis García,22918,Mexican actress and designer (1958-2007),human,mexican actress designer 1958 2007
5676,2024-04,Uruguay,Adrián_Peña,Adrián Peña,21851,Uruguayan politician,human,uruguayan politician
5677,2024-04,Mexico,Lorena_Velázquez,Lorena Velázquez,21846,Mexican actress (1937–2024),human,mexican actress 1937–2024
5678,2024-04,Chile,Francis_(artista),Francis García,21778,Mexican actress and designer (1958-2007),human,mexican actress designer 1958 2007
5679,2024-04,Spain,José_Antonio_Ardanza,José Antonio Ardanza,21765,Spanish politician (1941–2024),human,spanish politician 1941–2024
5680,2024-04,Spain,Ernesto_Valverde,Ernesto Valverde,21741,Spanish association football player and manager,human,spanish association football player manager
5681,2024-04,Mexico,Ernesto_Gómez_Cruz,Ernesto Gómez Cruz,21372,Mexican actor (1933–2024),human,mexican actor 1933–2024
5710,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,19249,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5736,2024-04,Mexico,Jorge_Glas,Jorge Glas,17769,"Ecuadorian electrical engineer, politician; Vicepresident of Ecuador",human,ecuadorian electrical engineer politician vicepresident ecuador
5738,2024-04,Peru,José_Rivera_Martínez,José Rivera,17724,Peruvian association football player,human,peruvian association football player
5741,2024-04,Colombia,Gustavo_Petro,Gustavo Petro,17452,34th President of Colombia since 2022,human,34th president colombia since 2022
5743,2024-04,Spain,Carlos_Tena,Carlos Tena,16958,Spanish television presenter,human,spanish television presenter
5745,2024-04,Mexico,O.J._Simpson,O. J. Simpson,16945,American football player and actor (1947–2024),human,american football player actor 1947–2024
5751,2024-04,Spain,O.J._Simpson,O. J. Simpson,16462,American football player and actor (1947–2024),human,american football player actor 1947–2024
5756,2024-04,Spain,Jiří_Lehečka,Jiří Lehečka,15930,Czech tennis player,human,czech tennis player
5763,2024-04,Chile,Sergio_Melnick,Sergio Melnick,15542,Economist and former Chilean politician,human,economist former chilean politician
5766,2024-04,Spain,Luis_Mateo_Díez,Luis Mateo Díez,15254,Spanish writer,human,spanish writer
5768,2024-04,Spain,Xabi_Alonso,Xabi Alonso,15081,Spanish football manager and player,human,spanish football manager player
5771,2024-04,Spain,Luis_Rubiales,Luis Rubiales,14908,Spanish association football player and executive,human,spanish association football player executive
5776,2024-04,Spain,Ernesto_Valverde,Ernesto Valverde,14623,Spanish association football player and manager,human,spanish association football player manager
5777,2024-04,Chile,Francisco_Kaminski,Francisco Kaminski,14604,Chilean journalist,human,chilean journalist
5779,2024-04,Spain,Garbiñe_Muguruza,Garbiñe Muguruza,14434,Spanish-Venezuelan tennis player,human,spanish venezuelan tennis player
5780,2024-04,Mexico,Ernesto_Gómez_Cruz,Ernesto Gómez Cruz,14326,Mexican actor (1933–2024),human,mexican actor 1933–2024
5781,2024-04,Spain,Pedro_Cachín,Pedro Cachín,14314,Argentine tennis player,human,argentine tennis player
5782,2024-04,Spain,Luis_Rubiales,Luis Rubiales,14289,Spanish association football player and executive,human,spanish association football player executive
5800,2024-04,Spain,Lucía_Méndez_(periodista),Lucía Méndez,13211,"Spanish journalist, political commentator",human,spanish journalist political commentator
5802,2024-04,Spain,Raúl_del_Pozo,Raúl del Pozo,13191,Spanish writer and journalist,human,spanish writer journalist
5804,2024-04,Spain,Lorena_Castell,Lorena Castell,13020,Spanish singer and television presenter,human,spanish singer television presenter
5805,2024-04,Spain,Stefan_Ortega,Stefan Ortega,12886,German association football player,human,german association football player
5810,2024-04,Spain,Hunter_Schafer,Hunter Schafer,12673,"American actress, model, and LGBTQ activist (born 1998)",human,american actress model lgbtq activist born 1998
5815,2024-04,Spain,Andriy_Lunin,Andriy Lunin,12530,Ukrainian association football player,human,ukrainian association football player
5825,2024-04,Spain,Maurizio_Gucci,Maurizio Gucci,12229,Italian businessman (1948–1995),human,italian businessman 1948–1995
5827,2024-04,Spain,Andriy_Lunin,Andriy Lunin,12110,Ukrainian association football player,human,ukrainian association football player
5829,2024-04,Argentina,O.J._Simpson,O. J. Simpson,12009,American football player and actor (1947–2024),human,american football player actor 1947–2024
5836,2024-04,Spain,Luciano_Pavarotti,Luciano Pavarotti,11861,Italian operatic tenor (1935–2007),human,italian operatic tenor 1935–2007
5837,2024-04,Spain,Carlos_III_del_Reino_Unido,Charles III,11851,King of the United Kingdom and other Commonwealth realms since 2022 (born 1948),human,king united kingdom commonwealth realms since 2022 born 1948
5840,2024-04,Spain,Miguel_Bernad,Miguel Bernad Remón,11789,Spanish lawyer and politician,human,spanish lawyer politician
5844,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,11728,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5852,2024-04,Mexico,Ryan_Garcia,Ryan Garcia,11568,American boxer,human,american boxer
5854,2024-04,Mexico,Salomón_Chertorivski_Woldenberg,Salomón Chertorivski Woldenberg,11497,Mexican politician,human,mexican politician
5856,2024-04,Mexico,O.J._Simpson,O. J. Simpson,11472,American football player and actor (1947–2024),human,american football player actor 1947–2024
5860,2024-04,Argentina,Óscar_Cardozo,oscar crsos,11343,Paraguayan footballer,human,paraguayan footballer
5861,2024-04,Spain,Xabi_Alonso,Xabi Alonso,11341,Spanish football manager and player,human,spanish football manager player
5871,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,11088,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5872,2024-04,Spain,Juanito_Valderrama,Juanito Valderrama hijo,11086,Spanish musician (1916-2004),human,spanish musician 1916 2004
5873,2024-04,Mexico,Daniel_Noboa,Daniel Noboa,11073,President of Ecuador since 2023,human,president ecuador since 2023
5877,2024-04,Spain,Kurt_Cobain,Kurt Cobain,11051,American rock musician (1967–1994),human,american rock musician 1967–1994
5886,2024-04,Spain,Juan_Tamariz,Juan Tamariz,10891,Spanish magician,human,spanish magician
5894,2024-04,Spain,Francis_Bacon_(pintor),Francis Bacon,10808,Irish-born British figurative painter (1909–1992),human,irish born british figurative painter 1909–1992
5906,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,10604,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5907,2024-04,Spain,Patrizia_Reggiani,Patrizia Reggiani,10570,Italian socialite and murderer (1948-),human,italian socialite murderer 1948
5910,2024-04,Spain,Hunter_Schafer,Hunter Schafer,10534,"American actress, model, and LGBTQ activist (born 1998)",human,american actress model lgbtq activist born 1998
5915,2024-04,Spain,Finito_de_Córdoba,Finito de Córdoba,10493,Spanish torero,human,spanish torero
5917,2024-04,Mexico,Lorena_Velázquez,Lorena Velázquez,10489,Mexican actress (1937–2024),human,mexican actress 1937–2024
5919,2024-04,Spain,Ángeles_Blanco,Ángeles Blanco,10437,Spanish journalist and presenter,human,spanish journalist presenter
5923,2024-04,Spain,Antonio_Rüdiger,Antonio Rüdiger,10356,German association football player,human,german association football player
5939,2024-04,Spain,José_Antonio_Ardanza,José Antonio Ardanza,10045,Spanish politician (1941–2024),human,spanish politician 1941–2024
5940,2024-04,Spain,Candela_Peña,Candela Peña,10029,Spanish actress,human,spanish actress
5945,2024-04,Argentina,Tomás_Pochettino,Pepito el Pro,9948,Argentine footballer,human,argentine footballer
5947,2024-04,Spain,Pedro_Sánchez,Pedro Sánchez,9890,Prime Minister of Spain since 2018,human,prime minister spain since 2018
5958,2024-04,Argentina,Victoria_Villarruel,Victoria Villarruel,9678,Vice President of Argentina since 2023,human,vice president argentina since 2023
5959,2024-04,Spain,Conchita_(cantante),Conchita,9661,Spanish singer,human,spanish singer
5962,2024-04,Mexico,Joe_Alwyn,Joe Alwyn,9585,English actor,human,english actor
5963,2024-04,Spain,Jane_Wilde_Hawking,Jane Hawking,9584,British author,human,british author
5965,2024-04,Spain,Pello_Ochandiano,Pello Otxandiano,9574,Spanish politician and engineer,human,spanish politician engineer
5966,2024-04,Spain,Miguel_Bernad,Miguel Bernad Remón,9572,Spanish lawyer and politician,human,spanish lawyer politician
5975,2024-04,Mexico,Thelma_Dorantes,Thelma Dorantes,9493,Mexican actress (1949-2024),human,mexican actress 1949 2024
5976,2024-04,Colombia,Rigoberto_Urán,Rigoberto Urán,9484,road bicycle racer,human,road bicycle racer
5982,2024-04,Spain,Imanol_Pradales,Imanol Pradales,9388,president of the Basque Government,human,president basque government
5983,2024-04,Argentina,Juan_Martín_Lucero,Juan Martín Lucero,9326,Argentine footballer,human,argentine footballer
5989,2024-04,Spain,Juan_Prim,"Juan Prim, 1st Marquis of los Castillejos",9245,Catalan noble (1814-1870),human,catalan noble 1814 1870
5993,2024-04,Colombia,Rigoberto_Urán,Rigoberto Urán,9183,road bicycle racer,human,road bicycle racer
5994,2024-05,Colombia,Omar_Geles,Omar Geles,221193,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
5995,2024-05,Chile,Mariana_Derderian,Mariana Derderian,106781,Chilean actress,human,chilean actress
5996,2024-05,Spain,Victoria_Prego,Victoria Prego,93234,Spanish journalist (1948–2024),human,spanish journalist 1948–2024
5997,2024-05,Argentina,César_Luis_Menotti,César Luis Menotti,85695,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6001,2024-05,Chile,Claudio_Iturra,Claudio Iturra,73067,Chilean journalist,human,chilean journalist
6002,2024-05,Mexico,Jaime_Munguía,Jaime Munguia,70667,Mexican,human,mexican
6008,2024-05,Colombia,Omar_Geles,Omar Geles,62426,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6015,2024-05,Spain,Paul_Auster,Paul Auster,49432,"American novelist, poet, essayist, screenwriter (1947-2024)",human,american novelist poet essayist screenwriter 1947 2024
6017,2024-05,Argentina,César_Luis_Menotti,César Luis Menotti,48028,Argentine footballer and manager (1938–2024),human,argentine footballer manager 1938–2024
6029,2024-05,Spain,Elvis_Presley,No label found,34379,American singer and actor (1935–1977),human,american singer actor 1935–1977
6030,2024-05,Chile,Claudio_Iturra,Claudio Iturra,34325,Chilean journalist,human,chilean journalist
6038,2024-05,Argentina,Juan_María_Traverso,Juan María Traverso,30266,Argentine rally driver (1950–2024),human,argentine rally driver 1950–2024
6042,2024-05,Colombia,Omar_Geles,Omar Geles,28386,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6043,2024-05,Venezuela,Omar_Geles,Omar Geles,28020,Colombian musician and songwriter (1967-2024),human,colombian musician songwriter 1967 2024
6046,2024-05,Spain,Dani_Güiza,Daniel González Güiza,27169,Spanish association football player,human,spanish association football player
6051,2024-05,Mexico,Cecilia_Toussaint,Cecilia Toussaint,25202,Mexican singer,human,mexican singer
6056,2024-05,Mexico,David_Benavidez,David Benavidez,23455,American boxer,human,american boxer
6059,2024-05,Spain,Felipe_González,Felipe González,23260,Prime Minister of Spain from 1982 to 1996,human,prime minister spain 1982 1996
6060,2024-05,Spain,Robert_Fico,Robert Fico,23207,Prime Minister of Slovakia since 2023,human,prime minister slovakia since 2023
6063,2024-05,Spain,Agnetha_Fältskog,Agnetha Fältskog,22522,Swedish singer (born 1950),human,swedish singer born 1950
6069,2024-05,Mexico,Paco_Villa,Paco Villa,21315,Mexican sports journalist (1969-2024),human,mexican sports journalist 1969 2024
6072,2024-05,Spain,Nemo_Mettler,Nemo,21214,"Swiss musician, singer and rapper",human,swiss musician singer rapper
